Date,Open,High,Low,Close,Adj Close,Volume
2011-02-28,132.82000732421875,133.32000732421875,132.3800048828125,133.14999389648438,107.34941864013672,141585500
2011-03-01,133.57000732421875,133.69000244140625,130.88999938964844,130.92999267578125,105.5595932006836,258565500
2011-03-02,130.75,131.82000732421875,130.35000610351562,131.2100067138672,105.78535461425781,200277400
2011-03-03,132.39999389648438,133.6199951171875,132.38999938964844,133.47000122070312,107.6074447631836,176480100
2011-03-04,133.3699951171875,133.6300048828125,131.60000610351562,132.47000122070312,106.80116271972656,277202300
2011-03-07,132.86000061035156,133.16000366210938,130.74000549316406,131.42999267578125,105.96269226074219,216790400
2011-03-08,131.63999938964844,133.0,131.07000732421875,132.5800018310547,106.88986206054688,174615000
2011-03-09,132.32000732421875,132.8000030517578,131.60000610351562,132.38999938964844,106.73670196533203,153806000
2011-03-10,131.0,131.17999267578125,129.80999755859375,129.94000244140625,104.76143646240234,301291800
2011-03-11,129.52000427246094,131.30999755859375,129.49000549316406,130.83999633789062,105.48701477050781,225621800
2011-03-14,129.99000549316406,130.47999572753906,129.05999755859375,130.0500030517578,104.85010528564453,234974100
2011-03-15,126.58999633789062,129.3300018310547,126.5,128.55999755859375,103.64884948730469,359585400
2011-03-16,128.14999389648438,128.57000732421875,125.27999877929688,126.18000030517578,101.72998809814453,468670300
2011-03-17,128.0,128.38999938964844,127.0999984741211,127.8499984741211,103.076416015625,254303700
2011-03-18,128.83999633789062,128.8800048828125,127.51000213623047,127.76000213623047,103.45133972167969,230435400
2011-03-21,129.35000610351562,130.00999450683594,129.1999969482422,129.74000549316406,105.05460357666016,153992600
2011-03-22,129.72000122070312,129.88999938964844,129.1699981689453,129.2899932861328,104.6902084350586,129538600
2011-03-23,128.92999267578125,130.0,128.32000732421875,129.66000366210938,104.98982238769531,148603100
2011-03-24,130.39999389648438,131.08999633789062,129.6699981689453,130.89999389648438,105.99388122558594,159129800
2011-03-25,131.24000549316406,131.8699951171875,130.88999938964844,131.3000030517578,106.31777954101562,155642800
2011-03-28,131.5800018310547,131.9199981689453,130.94000244140625,130.97999572753906,106.05862426757812,109762400
2011-03-29,130.8699951171875,131.89999389648438,130.44000244140625,131.86000061035156,106.77122497558594,129798800
2011-03-30,132.5500030517578,133.16000366210938,132.36000061035156,132.77000427246094,107.50804138183594,135835000
2011-03-31,132.60000610351562,132.9600067138672,132.4499969482422,132.58999633789062,107.36231231689453,132537100
2011-04-01,133.41000366210938,133.77000427246094,132.8300018310547,133.14999389648438,107.81576538085938,153850100
2011-04-04,133.42999267578125,133.6699981689453,132.8800048828125,133.25999450683594,107.90481567382812,100768900
2011-04-05,133.0,133.8300018310547,132.94000244140625,133.24000549316406,107.8886489868164,120791500
2011-04-06,133.8800048828125,134.0,133.1199951171875,133.66000366210938,108.22874450683594,120411600
2011-04-07,133.4199981689453,133.97999572753906,132.66000366210938,133.32000732421875,107.95343017578125,170731500
2011-04-08,133.91000366210938,133.99000549316406,132.30999755859375,132.86000061035156,107.58094787597656,147945400
2011-04-11,133.0,133.4499969482422,132.13999938964844,132.4600067138672,107.2570571899414,121385400
2011-04-12,131.72000122070312,131.97999572753906,130.99000549316406,131.47000122070312,106.45541381835938,161187400
2011-04-13,132.0800018310547,132.17999267578125,130.9600067138672,131.4600067138672,106.44734191894531,162059000
2011-04-14,130.6999969482422,131.75999450683594,130.27000427246094,131.55999755859375,106.52832794189453,161220400
2011-04-15,131.8000030517578,132.3699951171875,131.41000366210938,132.0399932861328,106.91695404052734,170006700
2011-04-18,130.58999633789062,132.02999877929688,129.50999450683594,130.55999755859375,105.71858215332031,210759300
2011-04-19,130.75999450683594,131.35000610351562,130.44000244140625,131.30999755859375,106.32585906982422,124258800
2011-04-20,132.8800048828125,133.38999938964844,132.7899932861328,133.10000610351562,107.77531433105469,156133800
2011-04-21,133.7899932861328,133.83999633789062,133.10000610351562,133.77999877929688,108.32589721679688,135935400
2011-04-25,133.67999267578125,133.86000061035156,133.1999969482422,133.63999938964844,108.2125244140625,65757100
2011-04-26,134.0500030517578,135.05999755859375,133.91000366210938,134.7899932861328,109.14373016357422,146600000
2011-04-27,135.0500030517578,135.8699951171875,134.5,135.6699981689453,109.85629272460938,143031000
2011-04-28,135.42999267578125,136.2899932861328,135.41000366210938,136.11000061035156,110.21257781982422,124791100
2011-04-29,136.16000366210938,136.57000732421875,135.97999572753906,136.42999267578125,110.47169494628906,115094100
2011-05-02,137.07000732421875,137.17999267578125,135.9499969482422,136.22000122070312,110.30168151855469,126278700
2011-05-03,135.9600067138672,136.19000244140625,135.0399932861328,135.72999572753906,109.90487670898438,138375000
2011-05-04,135.6699981689453,135.72999572753906,134.22999572753906,134.8300018310547,109.17611694335938,182678500
2011-05-05,134.0800018310547,134.9499969482422,133.02000427246094,133.61000061035156,108.1882553100586,226900000
2011-05-06,134.94000244140625,135.6300048828125,133.67999267578125,134.1999969482422,108.66596984863281,222787200
2011-05-09,134.19000244140625,135.11000061035156,133.97999572753906,134.72000122070312,109.08704376220703,114104500
2011-05-10,135.1699981689453,136.11000061035156,135.0,135.8699951171875,110.01820373535156,114806900
2011-05-11,135.6699981689453,135.69000244140625,133.82000732421875,134.44000244140625,108.86033630371094,193564200
2011-05-12,134.0800018310547,135.36000061035156,133.38999938964844,135.0800018310547,109.37854766845703,171550700
2011-05-13,135.14999389648438,135.33999633789062,133.55999755859375,134.0399932861328,108.53641510009766,157444900
2011-05-16,133.55999755859375,134.61000061035156,132.97000122070312,133.19000244140625,107.84818267822266,141675400
2011-05-17,132.69000244140625,133.35000610351562,132.1199951171875,133.1699981689453,107.83196258544922,192686200
2011-05-18,133.24000549316406,134.5,132.9499969482422,134.36000061035156,108.79554748535156,135217900
2011-05-19,134.8000030517578,135.02999877929688,133.94000244140625,134.67999267578125,109.05465698242188,119489500
2011-05-20,134.3300018310547,134.67999267578125,133.36000061035156,133.61000061035156,108.1882553100586,182594900
2011-05-23,131.97999572753906,132.72000122070312,131.58999633789062,132.05999755859375,106.93315887451172,168700000
2011-05-24,132.44000244140625,132.72999572753906,131.6999969482422,131.9499969482422,106.84410858154297,147199600
2011-05-25,131.4199981689453,132.94000244140625,131.3800048828125,132.38999938964844,107.20038604736328,151050100
2011-05-26,132.02999877929688,133.24000549316406,131.77999877929688,133.0,107.6943130493164,164850000
2011-05-27,133.3699951171875,133.8699951171875,132.9600067138672,133.50999450683594,108.1072998046875,120921900
2011-05-31,134.77000427246094,134.9199981689453,133.83999633789062,134.89999389648438,109.23283386230469,164731200
2011-06-01,134.50999450683594,134.9199981689453,131.75999450683594,131.8699951171875,106.77931213378906,233094300
2011-06-02,131.9600067138672,132.24000549316406,130.9600067138672,131.72999572753906,106.66597747802734,200466800
2011-06-03,130.14999389648438,131.4199981689453,130.0800018310547,130.4199981689453,105.6052017211914,234690200
2011-06-06,130.08999633789062,130.36000061035156,128.8699951171875,129.0399932861328,104.48776245117188,179951200
2011-06-07,129.6999969482422,130.07000732421875,128.85000610351562,128.9600067138672,104.42300415039062,161660500
2011-06-08,128.75999450683594,129.19000244140625,128.17999267578125,128.4199981689453,103.98574829101562,198696400
2011-06-09,128.77000427246094,129.92999267578125,128.4600067138672,129.39999389648438,104.77928924560547,160964400
2011-06-10,128.85000610351562,128.92999267578125,127.26000213623047,127.5999984741211,103.32176208496094,238629400
2011-06-13,127.88999938964844,128.24000549316406,127.05000305175781,127.69999694824219,103.4027328491211,207599800
2011-06-14,128.8699951171875,129.77000427246094,128.82000732421875,129.32000732421875,104.7145004272461,160570400
2011-06-15,128.24000549316406,129.3000030517578,126.68000030517578,127.0199966430664,102.85208892822266,300958000
2011-06-16,127.05999755859375,127.97000122070312,126.31999969482422,127.30000305175781,103.07884979248047,308032800
2011-06-17,127.93000030517578,127.94000244140625,126.62000274658203,127.05000305175781,103.38644409179688,233284900
2011-06-20,126.62000274658203,127.97000122070312,126.58000183105469,127.69999694824219,103.91537475585938,159479000
2011-06-21,128.36000061035156,129.6999969482422,127.75,129.4499969482422,105.33944702148438,193157300
2011-06-22,129.0500030517578,129.80999755859375,128.58999633789062,128.6699981689453,104.7047348022461,176703000
2011-06-23,127.16000366210938,128.63999938964844,126.19000244140625,128.3000030517578,104.40364074707031,334286500
2011-06-24,128.27000427246094,128.3699951171875,126.62000274658203,126.80999755859375,103.19115447998047,226129300
2011-06-27,126.88999938964844,128.42999267578125,126.63999938964844,127.94000244140625,104.11066436767578,168904700
2011-06-28,128.4499969482422,129.6300048828125,128.27000427246094,129.61000061035156,105.46965026855469,165556300
2011-06-29,130.1999969482422,130.92999267578125,129.6300048828125,130.72000122070312,106.37288665771484,244295500
2011-06-30,131.13999938964844,132.17999267578125,130.7100067138672,131.97000122070312,107.39009857177734,223322700
2011-07-01,132.08999633789062,134.10000610351562,131.77999877929688,133.9199981689453,108.97688293457031,202385700
2011-07-05,133.77999877929688,134.0800018310547,133.38999938964844,133.80999755859375,108.88733673095703,165936000
2011-07-06,133.49000549316406,134.13999938964844,133.11000061035156,133.97000122070312,109.01756286621094,143331600
2011-07-07,135.16000366210938,135.6999969482422,134.8800048828125,135.36000061035156,110.148681640625,170464200
2011-07-08,133.8300018310547,135.36000061035156,133.38999938964844,134.39999389648438,109.36746978759766,194100500
2011-07-11,132.75,133.17999267578125,131.66000366210938,131.97000122070312,107.39009857177734,195918600
2011-07-12,131.69000244140625,132.77999877929688,131.36000061035156,131.39999389648438,106.9262466430664,214675700
2011-07-13,132.08999633789062,133.22000122070312,131.52000427246094,131.83999633789062,107.28428649902344,204062600
2011-07-14,132.1699981689453,132.77999877929688,130.67999267578125,130.92999267578125,106.54376983642578,226111800
2011-07-15,131.66000366210938,131.8699951171875,130.77000427246094,131.69000244140625,107.16223907470703,220012800
2011-07-18,131.0800018310547,131.27999877929688,129.6300048828125,130.61000061035156,106.28337097167969,196872100
2011-07-19,131.33999633789062,132.88999938964844,131.30999755859375,132.72999572753906,108.00852966308594,166554900
2011-07-20,133.07000732421875,133.14999389648438,132.4199981689453,132.64999389648438,107.9433822631836,137145400
2011-07-21,133.39999389648438,134.82000732421875,132.6699981689453,134.49000549316406,109.4406967163086,245246300
2011-07-22,134.52000427246094,134.72000122070312,133.75999450683594,134.5800018310547,109.51397705078125,126019400
2011-07-25,133.3000030517578,134.49000549316406,133.16000366210938,133.8300018310547,108.90364074707031,136653800
2011-07-26,133.74000549316406,133.9600067138672,133.02999877929688,133.3300018310547,108.49676513671875,131278200
2011-07-27,132.58999633789062,132.6300048828125,130.42999267578125,130.60000610351562,106.27523040771484,249020100
2011-07-28,130.60000610351562,131.77000427246094,130.00999450683594,130.22000122070312,105.96601104736328,207939900
2011-07-29,128.91000366210938,130.5500030517578,127.97000122070312,129.3300018310547,105.24176788330078,307038400
2011-08-01,130.83999633789062,130.9600067138672,127.52999877929688,128.77999877929688,104.7942123413086,325790900
2011-08-02,127.80999755859375,128.5,125.48999786376953,125.48999786376953,102.11699676513672,346653800
2011-08-03,125.66000366210938,126.30999755859375,123.52999877929688,126.16999816894531,102.67032623291016,370830800
2011-08-04,124.41999816894531,124.62000274658203,120.05999755859375,120.26000213623047,97.86109924316406,520721800
2011-08-05,121.76000213623047,122.06999969482422,116.86000061035156,120.08000183105469,97.71461486816406,655619200
2011-08-08,116.91000366210938,120.12000274658203,112.0199966430664,112.26000213623047,91.35111236572266,702263900
2011-08-09,114.06999969482422,117.63999938964844,110.2699966430664,117.4800033569336,95.59890747070312,717828700
2011-08-10,115.26000213623047,116.27999877929688,111.94999694824219,112.29000091552734,91.37557983398438,662607400
2011-08-11,113.26000213623047,118.91999816894531,112.31999969482422,117.33000183105469,95.476806640625,487979700
2011-08-12,118.4000015258789,119.20999908447266,117.27999877929688,118.12000274658203,96.11966705322266,313731600
2011-08-15,119.19000244140625,120.73999786376953,119.0,120.62000274658203,98.15406799316406,258810600
2011-08-16,119.47000122070312,120.69000244140625,118.30999755859375,119.58999633789062,97.31590270996094,294095200
